FixtureId,InningId,InningNumber,OverNumber,BattingPlayerId,NonStrikeBattingPlayerId,BallNumber,BowlerPlayerId,ShotAngle,ShotMagnitude,RunsScored,IsWicket,IsWide,IsNoBall,IsByes,IsLegByes,LengthTypeId,LineTypeId,BattingFeetId,BattingShotTypeId,BowlingDetailId,BowlingFromId,BowlingTypeId,BowlingHandId,BattingHandId,DecisionOfficialId,IsFreeHit,IsPowerPlay,IsBattingPowerPlay,IsFloodLit,IsReferred,OutcomeId,ReferralOutcomeId,TeamRuns,RunsByes,RunsConceded,RunsWide,RunsLegByes,FieldingPosition,TotalRuns
9606,10546,1,16,879,1029,3,3806,0,0,0,1,0,0,0,0,6,0,0,8,0,1,1,1,1,243,0,0,0,0,0,1,0,0,0,0,0,0,0,68
9606,10546,1,17,1029,978,1,1059,289,199,6,0,0,0,0,0,5,0,0,2,0,1,4,1,1,475,0,0,0,0,0,0,0,6,0,6,0,0,20,68
9606,10546,1,17,1029,978,2,1059,34,165,4,0,0,0,0,0,5,0,0,3,0,1,4,1,1,475,0,0,0,0,0,0,0,4,0,4,0,0,13,68
9606,10546,1,17,1029,978,3,1059,0,0,0,1,0,0,0,0,4,0,0,3,0,2,4,1,1,243,0,0,0,0,0,1,0,0,0,0,0,0,0,68
9606,10547,2,1,1028,1044,1,978,306,110,1,0,0,0,0,0,4,0,0,13,0,1,1,1,1,243,0,1,0,0,0,0,0,1,0,1,0,0,22,70
9606,10547,2,1,1044,1028,2,978,277,91,0,0,0,0,0,0,5,0,0,14,0,1,1,1,1,243,0,1,0,0,0,0,0,0,0,0,0,0,22,70
9606,10547,2,1,1044,1028,3,978,333,61,0,0,0,0,0,0,6,0,0,13,0,1,1,1,1,243,0,1,0,0,0,0,0,0,0,0,0,0,29,70
9606,10547,2,1,1044,1028,4,978,90,48,0,0,1,0,0,0,4,0,0,9,0,1,1,1,1,243,0,1,0,0,0,0,0,0,0,1,1,0,37,70
9606,10547,2,1,1044,1028,4,978,77,143,2,0,0,0,0,0,4,0,0,13,0,1,1,1,1,243,0,1,0,0,0,0,0,2,0,2,0,0,13,70
9606,10547,2,1,1044,1028,5,978,90,48,0,0,1,0,0,0,5,0,0,9,0,1,1,1,1,243,0,1,0,0,0,0,0,0,0,1,1,0,37,70
9606,10547,2,1,1044,1028,5,978,202,85,0,0,0,0,0,0,5,0,0,2,0,1,1,1,1,243,0,1,0,0,0,0,0,0,0,0,0,0,4,70
9606,10547,2,1,1044,1028,6,978,0,0,0,1,0,0,0,0,5,0,0,12,0,1,1,1,1,243,0,1,0,0,0,1,0,0,0,0,0,0,0,70
9606,10547,2,2,1028,1731,1,1047,210,85,0,0,0,0,0,0,4,0,0,2,0,1,2,1,1,475,0,1,0,0,0,0,0,0,0,0,0,0,12,70
9606,10547,2,2,1028,1731,2,1047,59,83,1,0,0,0,0,0,3,0,0,9,0,1,2,1,1,475,0,1,0,0,0,0,0,1,0,1,0,0,27,70
9606,10547,2,2,1731,1028,3,1047,159,169,4,0,0,0,0,0,5,0,0,4,0,1,2,1,1,475,0,1,0,0,0,0,0,4,0,4,0,0,5,70
9606,10547,2,2,1731,1028,4,1047,199,78,0,0,0,0,0,0,5,0,0,2,0,1,2,1,1,475,0,1,0,0,0,0,0,0,0,0,0,0,4,70
9606,10547,2,2,1731,1028,5,1047,327,57,0,0,0,0,0,0,2,0,0,2,0,1,2,1,1,475,0,1,0,0,0,0,0,0,0,0,0,0,29,70
